batch_id,name,model,tuned,dataset,prompt,score,generated,model_top_score,human_top_score,gen_id,annotated,relevance,readability,grammaticality,non-redundancy,kid-friendly
113,t5_s3,t5-v1_1-base-s3-finetuned,True,s3,"The man was an alcoholic, and had been drinking all day.",6.55e-05,"He was very shabby, but he had no clothes on his head, and hung his hair out over his shoulders.",False,True,562,True,4,2,4,4,4
113,t5_s3,t5-v1_1-base-s3-finetuned,True,s3,"The man was an alcoholic, and had been drinking all day.",0.00012948,"He had drunk, but he was very tired.",True,False,564,True,4,4,3,4,4
114,opt_s3,opt-350m-s3-finetuned,True,s3,"The man was an alcoholic, and had been drinking all day.",0.003722542,"The man was an alcoholic, and had been drinking all day. He went straight to the cab, ordered some ice, took the key from the top of it, put it in his waistcoat pocket, kissed his wife and went out. As he turned into the street, the door of the hotel swung wide open",False,True,565,True,4,3,4,6,4
114,opt_s3,opt-350m-s3-finetuned,True,s3,"The man was an alcoholic, and had been drinking all day.",0.017724719,"The man was an alcoholic, and had been drinking all day. “Come, let us go in,” he said. They went in and found a small den in which the three fugitives were sitting, with a fire burning in one corner and a bed covered with clean sheets; and in another room",True,False,569,True,6,6,5,7,6
115,b2b_s3,bert2bert_s3_e3_mxlen150,True,s3,"The man was an alcoholic, and had been drinking all day.",1.365465879,"He had been in prison for ten years, and had never been able to get out.",True,True,574,True,6,6,4,6,5
116,baseline,facebook/opt-350m,False,,"The man was an alcoholic, and had been drinking all day.",0.001156708,"The man was an alcoholic, and had been drinking all day. He didn't even know he had drank. And then he realized he was drinking, got sober, had a beer, then went to his friends house and started drinking again. It's a pretty common thing.   Or, you know,",False,True,575,True,5,2,4,3,5
116,baseline,facebook/opt-350m,False,,"The man was an alcoholic, and had been drinking all day.",0.014260559,"The man was an alcoholic, and had been drinking all day. I don't think I could have done much more to help.  Thanks for the reply though! There's a huge difference between being drunk and being an asshole to someone. That's true. The thing is, I was a jerk to",True,False,576,True,2,4,5,4,1
117,t5_s3,t5-v1_1-base-s3-finetuned,True,s3,Do you think my mom will let me have pizza for dinner tonight?,0.000227826,"I don't know whether she will allow me to have it for dinner, or not.",False,True,581,True,5,6,6,3,5
117,t5_s3,t5-v1_1-base-s3-finetuned,True,s3,Do you think my mom will let me have pizza for dinner tonight?,0.000429613,Don't you know that she sat on the table and waited till she came back to me?,True,False,583,True,1,3,3,4,4
118,opt_s3,opt-350m-s3-finetuned,True,s3,Do you think my mom will let me have pizza for dinner tonight?,0.003170562,"Do you think my mom will let me have pizza for dinner tonight?” “I dono.’ ‘Mon ami,‘ said the little old woman, looking down into the spring with a smile, and nodding her head at the young man. ’What a pleasant place!�",False,True,586,True,4,5,4,5,5
118,opt_s3,opt-350m-s3-finetuned,True,s3,Do you think my mom will let me have pizza for dinner tonight?,0.026129408,"Do you think my mom will let me have pizza for dinner tonight? Mother Goose. I don't know, but I'm sure she will. When you get home and go to bed, I'll go and see what's going on.  After Aunt Em had been away a long time, the boys",True,False,587,True,3,2,4,4,4
119,b2b_s3,bert2bert_s3_e3_mxlen150,True,s3,Do you think my mom will let me have pizza for dinner tonight?,0.883682847,I ' m hungry.,False,True,593,True,4,6,7,6,7
119,b2b_s3,bert2bert_s3_e3_mxlen150,True,s3,Do you think my mom will let me have pizza for dinner tonight?,0.968087971,"Oh, dear!",True,False,594,True,3,5,5,4,4
120,baseline,facebook/opt-350m,False,,Do you think my mom will let me have pizza for dinner tonight?,0.030707549,Do you think my mom will let me have pizza for dinner tonight? No. She's a little too busy with other stuff to go to a pizza joint.,True,False,596,True,6,6,6,6,2
120,baseline,facebook/opt-350m,False,,Do you think my mom will let me have pizza for dinner tonight?,0.026418392,Do you think my mom will let me have pizza for dinner tonight? That's a really good question. I would say yes. What is the best pizza place in your area?,False,True,598,True,7,7,7,7,7
