batch_id,name,model,tuned,dataset,prompt,score,generated,model_top_score,human_top_score,gen_id,annotated,relevance,readability,grammaticality,non-redundancy,kid-friendly
110,opt_s3,opt-350m-s3-finetuned,True,s3,The dog escaped from its owner and started to chase the cat through the woods.,0.004404806997627,"The dog escaped from its owner and started to chase the cat through the woods. The cat, however, saw it coming, and began to run after it, so that at last it lost sight of the dog, which ran back to the house. Then the old woman, feeling very angry, threw a stone at the poor dog",True,False,549,True,6,5,5,4,6
111,b2b_s3,bert2bert_s3_e3_mxlen150,True,s3,The dog escaped from its owner and started to chase the cat through the woods.,0.8784928321838379,The cat ran after him and caught him by the tail.,False,True,550,True,6,6,6,6,7
111,b2b_s3,bert2bert_s3_e3_mxlen150,True,s3,The dog escaped from its owner and started to chase the cat through the woods.,1.0688433647155762,"The cat ran after him, but the cat caught him and caught it.",True,False,554,True,3,3,6,2,7
112,baseline,facebook/opt-350m,False,,The dog escaped from its owner and started to chase the cat through the woods.,0.0158082135021686,"The dog escaped from its owner and started to chase the cat through the woods. It returned to the house to play with a friend who was there. The cat tried to flee again, but the dog ran off. The man got out of the car and ran to get the dogs. He got them to a safe place and",True,False,557,True,4,2,5,4,6
112,baseline,facebook/opt-350m,False,,The dog escaped from its owner and started to chase the cat through the woods.,3.892529639415443e-05,"The dog escaped from its owner and started to chase the cat through the woods. The woman was concerned about her cat’s safety.  “When I was walking my dog, the dog ran out of the wood, and I didn‘t know what to do,” the woman said. “",False,True,559,True,5,3,5,5,7
113,t5_s3,t5-v1_1-base-s3-finetuned,True,s3,"The man was an alcoholic, and had been drinking all day.",6.545772339450195e-05,"He was very shabby, but he had no clothes on his head, and hung his hair out over his shoulders.",False,True,562,True,5,3,6,6,5
113,t5_s3,t5-v1_1-base-s3-finetuned,True,s3,"The man was an alcoholic, and had been drinking all day.",0.0001294798566959,"He had drunk, but he was very tired.",True,False,564,True,5,4,2,5,5
114,opt_s3,opt-350m-s3-finetuned,True,s3,"The man was an alcoholic, and had been drinking all day.",0.0037225417327135,"The man was an alcoholic, and had been drinking all day. He went straight to the cab, ordered some ice, took the key from the top of it, put it in his waistcoat pocket, kissed his wife and went out. As he turned into the street, the door of the hotel swung wide open",False,True,565,True,5,3,5,3,5
114,opt_s3,opt-350m-s3-finetuned,True,s3,"The man was an alcoholic, and had been drinking all day.",0.0177247188985347,"The man was an alcoholic, and had been drinking all day. “Come, let us go in,” he said. They went in and found a small den in which the three fugitives were sitting, with a fire burning in one corner and a bed covered with clean sheets; and in another room",True,False,569,True,2,5,6,6,5
115,b2b_s3,bert2bert_s3_e3_mxlen150,True,s3,"The man was an alcoholic, and had been drinking all day.",1.3654658794403076,"He had been in prison for ten years, and had never been able to get out.",True,True,574,True,6,6,6,6,6
116,baseline,facebook/opt-350m,False,,"The man was an alcoholic, and had been drinking all day.",0.0011567081091925,"The man was an alcoholic, and had been drinking all day. He didn't even know he had drank. And then he realized he was drinking, got sober, had a beer, then went to his friends house and started drinking again. It's a pretty common thing.   Or, you know,",False,True,575,True,6,5,4,4,3
116,baseline,facebook/opt-350m,False,,"The man was an alcoholic, and had been drinking all day.",0.0142605593428015,"The man was an alcoholic, and had been drinking all day. I don't think I could have done much more to help.  Thanks for the reply though! There's a huge difference between being drunk and being an asshole to someone. That's true. The thing is, I was a jerk to",True,False,576,True,5,6,6,5,1
117,t5_s3,t5-v1_1-base-s3-finetuned,True,s3,Do you think my mom will let me have pizza for dinner tonight?,0.0002278255560668,"I don't know whether she will allow me to have it for dinner, or not.",False,True,581,True,5,5,3,2,7
117,t5_s3,t5-v1_1-base-s3-finetuned,True,s3,Do you think my mom will let me have pizza for dinner tonight?,0.0004296131955925,Don't you know that she sat on the table and waited till she came back to me?,True,False,583,True,2,2,6,6,5
118,opt_s3,opt-350m-s3-finetuned,True,s3,Do you think my mom will let me have pizza for dinner tonight?,0.0031705622095614,"Do you think my mom will let me have pizza for dinner tonight?” “I dono.’ ‘Mon ami,‘ said the little old woman, looking down into the spring with a smile, and nodding her head at the young man. ’What a pleasant place!�",False,True,586,True,6,4,3,7,7
118,opt_s3,opt-350m-s3-finetuned,True,s3,Do you think my mom will let me have pizza for dinner tonight?,0.0261294078081846,"Do you think my mom will let me have pizza for dinner tonight? Mother Goose. I don't know, but I'm sure she will. When you get home and go to bed, I'll go and see what's going on.  After Aunt Em had been away a long time, the boys",True,False,587,True,2,3,6,6,6
119,b2b_s3,bert2bert_s3_e3_mxlen150,True,s3,Do you think my mom will let me have pizza for dinner tonight?,0.8836828470230103,I ' m hungry.,False,True,593,True,6,3,7,4,7
119,b2b_s3,bert2bert_s3_e3_mxlen150,True,s3,Do you think my mom will let me have pizza for dinner tonight?,0.9680879712104796,"Oh, dear!",True,False,594,True,2,4,6,4,6
120,baseline,facebook/opt-350m,False,,Do you think my mom will let me have pizza for dinner tonight?,0.03070754930377,Do you think my mom will let me have pizza for dinner tonight? No. She's a little too busy with other stuff to go to a pizza joint.,True,False,596,True,6,7,7,7,6
120,baseline,facebook/opt-350m,False,,Do you think my mom will let me have pizza for dinner tonight?,0.0264183916151523,Do you think my mom will let me have pizza for dinner tonight? That's a really good question. I would say yes. What is the best pizza place in your area?,False,True,598,True,7,7,7,7,7
